ENTREZID	SYMBOL	length	sample1	sample2	sample3
55608	ANKRD10	7346	408	272	619
55609	ZNF280C	4756	111	36	175
55610	VPS50	14854	306	110	322
55611	OTUB1	13648	886	333	1335
55612	FERMT1	7148	11	19	8
55613	MTMR8	3580	49	27	53
55614	KIF16B	7005	136	117	167
55615	PRR5	12204	71	67	61
55616	ASAP3	8001	3	0	10
55617	TASP1	3059	151	63	185
55619	DOCK10	12966	1501	592	2051
5562	PRKAA1	9055	933	322	1139
55620	STAP2	5203	59	1	77
55621	TRMT1	10678	698	141	1000
55622	TTC27	3752	643	92	653
55623	THUMPD1	8672	799	366	946
55624	POMGNT1	11155	517	120	899
55625	ZDHHC7	8030	362	209	606
55626	AMBRA1	12802	196	114	283
55627	SMPD4	15673	1428	134	1603
55628	ZNF407	21248	184	103	273
55629	PNRC2	3575	1514	429	1835
5563	PRKAA2	17301	16	68	15
55630	SLC39A4	7010	97	23	166
55631	LRRC40	2884	395	58	577
55632	G2E3	12962	316	97	452
55633	TBC1D22B	3462	221	105	209
55634	KRBOX4	6436	65	110	105
55635	DEPDC1	8709	288	46	411
55636	CHD7	21610	356	126	548
55638	SYBU	25417	9	22	8
5564	PRKAB1	11321	190	124	271
55640	FLVCR2	7425	59	17	65
55643	BTBD2	7578	67	83	27
55644	OSGEP	11093	385	114	599
55646	LYAR	2764	906	146	1050
55647	RAB20	1518	18	5	18
5565	PRKAB2	6133	52	87	145
55650	PIGV	6246	261	28	376
55651	NHP2	3213	1166	104	1368
55652	SLC48A1	6933	46	39	106
55653	BCAS4	9204	151	152	180
55654	TMEM127	9491	406	267	694
55655	NLRP2	52527	11	6	225
55656	INTS8	11605	556	211	811
55657	ZNF692	18623	391	85	450
55658	RNF126	6852	704	180	944
55659	ZNF416	2561	16	19	14
5566	PRKACA	8696	20	5	19
55660	PRPF40A	12118	1864	417	2478
55661	DDX27	9888	970	257	1266
55662	HIF1AN	14796	539	295	857
55663	ZNF446	9178	25	16	44
55664	CDC37L1	4750	164	85	193
55665	URGCP	16983	260	128	336
55666	NPLOC4	15048	1506	314	2212
55667	DENND4C	14174	261	453	345
55668	GPATCH2L	27063	228	215	364
55669	MFN1	8898	471	70	573
5567	PRKACB	15937	326	598	329
55670	PEX26	23087	150	35	218
55671	PPP4R3A	12712	1990	742	2468
55672	NBPF1	12044	88	220	141
55676	SLC30A6	17749	647	78	782
55677	IWS1	9041	698	116	972
55679	LIMS2	17252	33	22	28
55680	RUFY2	15619	42	72	79
55681	SCYL2	10803	605	207	748
55683	KANSL3	17651	482	148	594
55684	RABL6	18644	360	71	377
55686	MREG	4156	174	13	271
55687	TRMU	13860	483	77	770
55689	YEATS2	13701	568	124	781
5569	PKIA	6131	289	246	334
55690	PACS1	12517	416	502	513
55691	FRMD4A	16737	13	29	11
55692	LUC7L	12870	346	178	519
55695	NSUN5	6208	460	105	656
55696	RBM22	5511	637	288	882
55697	VAC14	8628	416	135	593
55699	IARS2	4649	1673	322	1924
5570	PKIB	13782	8	30	12
55700	MAP7D1	9652	696	273	827
55701	ARHGEF40	14504	0	9	1
55703	POLR3B	5840	355	72	445
55704	CCDC88A	25833	66	89	114
55705	IPO9	12675	1497	269	1993
55706	NDC1	5503	1592	76	2000
55707	NECAP2	9983	492	508	781
55709	KBTBD4	11409	225	90	231
5571	PRKAG1	10148	413	113	600
55711	FAR2	7681	86	62	184
55713	ZNF334	17458	20	4	34
55714	TENM3	13646	4	15	4
55715	DOK4	9987	32	3	53
55716	LMBR1L	18175	90	227	181
55717	WDR11	15406	432	163	697
55718	POLR3E	16300	778	119	1025
55719	SLF2	10216	508	155	772
55720	TSR1	6900	2785	144	3473
55721	IQCC	5733	32	14	82
55722	CEP72	2978	161	17	181
55723	ASF1B	4401	801	12	1047
55726	INTS13	5024	963	131	1062
55727	BTBD7	32910	153	99	195
55728	N4BP2	16296	441	303	550
55729	ATF7IP	31045	522	735	979
5573	PRKAR1A	19827	2430	907	3743
55731	FAM222B	17951	276	71	384
55732	C1orf112	7653	357	42	610
55733	HHAT	6995	31	101	42
55734	ZFP64	8595	110	56	145
55735	DNAJC11	7814	624	94	772
55737	VPS35	12902	1709	467	2080
55738	ARFGAP1	22979	268	89	318
55739	NAXD	4520	217	130	340
55740	ENAH	21040	30	76	37
55741	EDEM2	2657	281	77	389
55742	PARVA	9001	23	32	14
55743	CHFR	26335	431	235	570
55744	COA1	6038	403	73	561
55745	AP5M1	16490	620	218	839
55746	NUP133	6974	783	148	1132
55748	CNDP2	19828	1900	258	2268
55749	CCAR1	10244	1621	307	1957
5575	PRKAR1B	7585	170	39	260
55750	AGK	13740	643	149	1198
55751	TMEM184C	6005	549	140	751
55752	11-Sep	12790	646	214	1015
55754	TMEM30A	10099	1331	577	1566
55755	CDK5RAP2	14641	236	128	375
55756	INTS9	8801	364	89	523
55757	UGGT2	11374	13	50	13
55758	RCOR3	16054	209	179	362
55759	WDR12	10691	1082	83	1453
5576	PRKAR2A	6954	307	99	375
55760	DHX32	5291	293	30	255
55761	TTC17	16091	351	419	551
55762	ZNF701	11594	90	85	114
55763	EXOC1	8147	293	119	460
55764	IFT122	15725	128	55	190
55766	H2AFJ	4536	98	55	113
55768	NGLY1	14051	481	235	682
55769	ZNF83	15942	83	129	216
5577	PRKAR2B	4472	29	22	23
55770	EXOC2	5073	911	363	1305
55771	PRR11	6097	232	25	255
55773	TBC1D23	9674	336	152	448
55775	TDP1	12411	927	194	1248
55776	SAYSD1	3114	89	31	95
55777	MBD5	25031	45	80	66
55778	ZNF839	9984	44	35	91
55779	CFAP44	22154	25	62	29
5578	PRKCA	11914	129	73	102
55780	ERMARD	12356	154	34	287
55781	RIOK2	7438	567	85	741
55783	CMTR2	15995	478	114	653
55784	MCTP2	16139	186	113	253
55785	FGD6	11327	28	62	40
55786	ZNF415	15896	10	1	13
55787	TXLNG	7788	399	76	651
55788	LMBRD1	3571	277	150	316
55789	DEPDC1B	4951	425	26	431
5579	PRKCB	12196	905	629	2160
55790	CSGALNACT1	10715	32	437	39
55791	LRIF1	6637	190	119	232
55793	MINDY1	8228	109	77	170
55794	DDX28	2169	358	72	465
55795	PCID2	11108	706	262	920
55796	MBNL3	23910	161	95	183
55798	METTL2B	9472	540	70	684
55799	CACNA2D3	7376	13	36	6
558	AXL	7099	11	29	4
5580	PRKCD	4566	146	73	330
55800	SCN3B	13240	2	16	3
55802	DCP1A	7877	616	146	961
55803	ADAP2	7566	6	8	9
55805	LRP2BP	9214	23	24	23
55808	ST6GALNAC1	7094	11	58	4
55809	TRERF1	14259	79	125	114
5581	PRKCE	11405	40	34	66
55810	FOXJ2	7396	276	156	422
55811	ADCY10	7281	13	36	10
55812	SPATA7	15434	18	18	39
55813	UTP6	8321	1295	151	1463
55814	BDP1	48015	447	191	616
55816	DOK5	3654	111	8	104
55818	KDM3A	22318	453	431	651
55819	RNF130	15467	127	96	81
55823	VPS11	10392	230	107	360
55824	PAG1	11423	376	804	581
55825	PECR	4594	92	77	103
55827	DCAF6	9724	239	97	293
55829	SELENOS	6487	286	113	448
5583	PRKCH	11888	2000	1267	2977
55830	GLT8D1	11563	341	148	480
55831	EMC3	5434	337	130	601
55832	CAND1	18496	4012	442	4441
55833	UBAP2	16520	493	142	654
55835	CENPJ	7167	151	40	313
55837	EAPP	3639	200	161	330
55839	CENPN	5810	602	26	771
5584	PRKCI	9905	558	166	649
55840	EAF2	2527	164	25	301
55841	WWC3	7640	71	114	56
55843	ARHGAP15	7992	329	674	447
55844	PPP2R2D	14221	248	106	288
55845	BRK1	1233	705	270	957
55846	ITFG2	7333	131	122	224
55847	CISD1	4017	607	49	694
55848	PLGRKT	1680	195	50	357
5585	PKN1	8815	558	291	677
55850	USE1	4582	89	41	126
55851	PSENEN	2835	116	51	193
55852	TEX2	16107	430	64	460
55853	IDI2-AS1	3123	1	1	3
55854	ZC3H15	5203	1073	228	1326
55856	ACOT13	8801	252	58	318
55857	KIZ	8140	57	96	95
55858	TMEM165	10560	1440	152	1678
5586	PKN2	8217	174	126	272
55860	ACTR10	9045	318	238	568
55861	DBNDD2	3980	16	2	18
55862	ECHDC1	17371	1101	169	1320
55863	TMEM126B	5998	591	136	576
55869	HDAC8	10490	128	42	230
5587	PRKD1	8147	16	42	9
55870	ASH1L	17327	287	251	440
55871	CBWD1	29707	873	116	704
55872	PBK	3683	590	7	759
55876	GSDMB	10372	13	45	34
5588	PRKCQ	3295	434	348	817
55884	WSB2	7606	997	104	1576
55885	LMO3	32350	6	9	3
55888	ZKSCAN7	8754	12	19	21
5589	PRKCSH	10307	345	111	393
55892	MYNN	11812	336	93	424
55893	ZNF395	9722	106	92	213
55898	UNC45A	12120	740	237	1075
5590	PRKCZ	12015	38	58	60
55900	ZNF302	21028	80	114	126
55902	ACSS2	10048	71	50	104
55904	KMT2E	20341	571	630	916
55905	RNF114	8489	641	360	839
55906	ZC4H2	11496	84	28	100
55907	CMAS	3623	818	139	1132
55909	BIN3	9407	109	87	178
5591	PRKDC	18793	2767	372	3131
55911	APOBR	6663	0	31	3
55914	ERBIN	19415	613	686	753
55915	LANCL2	6156	250	15	289
55916	NXT2	6495	249	35	330
55917	CTTNBP2NL	6340	31	6	47
5592	PRKG1	12587	10	38	4
55920	RCC2	4938	1568	133	1724
55922	NKRF	10224	208	49	217
55929	DMAP1	8939	308	161	416
5593	PRKG2	7644	12	50	9
55930	MYO5C	13507	30	39	25
5594	MAPK1	12389	1941	505	1838
5595	MAPK3	8403	23	22	47
55954	ZMAT5	3367	49	43	107
55957	LIN37	6621	49	31	99
55958	KLHL9	5710	212	248	335
55959	SULF2	11720	13	20	19
5596	MAPK4	9075	4	12	4
55964	3-Sep	9579	13	10	11
55966	AJAP1	13081	6	9	3
55967	NDUFA12	3137	563	229	668
55968	NSFL1C	8803	494	120	788
5597	MAPK6	9301	1364	85	2323
55970	GNG12	4867	15	2	10
55971	BAIAP2L1	5340	8	13	19
55972	SLC25A40	7151	244	66	404
55973	BCAP29	16070	325	107	528
55974	SLC50A1	8469	305	76	483
55975	KLHL7	13127	258	88	331
5598	MAPK7	16425	70	39	83
5599	MAPK8	28336	191	70	243
56	ACRV1	4298	11	24	11
56005	MYDGF	2117	750	130	1052
56006	SMG9	11401	147	62	207
5601	MAPK9	18156	566	167	712
5602	MAPK10	19997	11	32	5
5603	MAPK13	8677	485	95	942
56034	PDGFC	9445	4	50	5
5604	MAP2K1	5244	792	226	1008
5605	MAP2K2	9131	487	156	743
56052	ALG1	5847	357	42	457
5606	MAP2K3	8679	2163	282	2698
56061	UBFD1	14523	797	89	1041
56062	KLHL4	6588	6	14	10
56063	TMEM234	10458	30	11	50
5607	MAP2K5	7939	117	82	173
5608	MAP2K6	10143	22	56	16
5609	MAP2K7	9725	18	8	23
5610	EIF2AK2	14219	2553	286	3359
5611	DNAJC3	6742	682	165	725
5612	THAP12	8632	485	258	543
5613	PRKX	7086	373	148	906
56144	PCDHA4	19823	0	6	1
56154	TEX15	10187	17	37	9
56155	TEX14	6160	20	19	11
56159	TEX11	3758	5	10	5
56160	NSMCE3	3362	209	170	340
56163	RNF17	6102	16	22	12
56164	STK31	8961	17	28	12
56165	TDRD1	5586	18	40	31
56169	GSDMC	3911	6	6	0
56171	DNAH7	22785	31	123	31
56172	ANKH	10430	460	207	1031
5618	PRLR	18500	17	47	12
56180	MOSPD1	4224	125	25	228
56181	MTFR1L	15667	293	119	475
56203	LMOD3	5504	4	54	4
56204	FAM214A	13879	80	154	104
5621	PRNP	4477	726	540	1156
56242	ZNF253	6808	83	41	165
56243	KIAA1217	18381	20	65	29
56245	C21orf62	15466	6	30	11
56252	YLPM1	17108	561	259	780
56253	CRTAM	4438	7	19	20
56254	RNF20	5645	338	153	459
56255	TMX4	7393	436	536	706
56256	SERTAD4	6770	9	8	10
56257	MEPCE	6203	185	36	142
56259	CTNNBL1	5701	652	202	1005
56260	C8orf44	4041	11	10	20
56261	GPCPD1	11893	248	240	279
56262	LRRC8A	9885	496	224	761
56265	CPXM1	2391	29	0	22
56267	KYAT3	3828	614	94	842
5627	PROS1	6326	14	10	19
56270	WDR45B	6637	691	192	1036
56271	BEX4	2394	153	124	100
56287	GKN1	1341	0	2	1
56288	PARD3	9759	41	31	23
5629	PROX1	19766	5	14	0
56301	SLC7A10	4546	0	2	0
5631	PRPS1	3327	911	97	818
56311	ANKRD7	5580	8	12	2
56339	METTL3	10509	502	184	807
5634	PRPS2	4589	1172	100	1192
56341	PRMT8	8482	3	5	4
56342	PPAN	5147	212	11	332
56344	CABP5	1554	1	7	1
5635	PRPSAP1	8428	202	211	334
5636	PRPSAP2	10847	321	130	454
5641	LGMN	8963	27	33	215
56474	CTPS2	7372	53	50	89
56477	CCL28	6309	54	28	90
56478	EIF4ENIF1	10335	485	73	786
56479	KCNQ5	22176	134	48	114
5648	MASP1	19175	9	18	8
5649	RELN	15068	23	81	23
5651	TMPRSS15	4241	9	12	6
56521	DNAJC12	3467	16	12	25
56548	CHST7	2289	38	78	100
5660	PSAP	5465	1385	1180	2242
56605	ERO1B	5789	82	122	81
56606	SLC2A9	7923	12	22	17
56616	DIABLO	13520	149	44	189
5662	PSD	9558	26	8	22
56623	INPP5E	3394	44	73	106
56624	ASAH2	7899	66	28	73
5663	PSEN1	16458	426	261	695
5664	PSEN2	7214	57	8	80
56647	BCCIP	5068	1611	161	1710
56648	EIF5A2	6622	157	93	192
56649	TMPRSS4	19224	4	24	10
56650	CLDND1	17432	2027	529	2628
56651	LINC00470	6663	10	23	7
56652	TWNK	4402	371	27	334
56654	NPDC1	4461	48	59	212
56655	POLE4	3392	191	50	280
56658	TRIM39	57484	92	63	134
56667	MUC13	4258	7	6	6
56672	AKIP1	6376	216	33	269
56673	C11orf16	3587	11	10	8
56674	TMEM9B	4677	415	247	619
56675	NRIP3	5634	38	2	51
56681	SAR1A	12682	1619	324	1101
5669	PSG1	10556	2	4	0
567	B2M	15102	22095	21276	27377
56704	JPH1	4967	8	21	10
5673	PSG5	7608	5	21	2
56731	SLC2A4RG	4443	2	30	4
56776	FMN2	12240	13	35	9
5680	PSG11	10322	2	4	4
5681	PSKH1	5075	149	114	228
5682	PSMA1	8790	3308	403	4341
56829	ZC3HAV1	12170	1598	939	1863
5683	PSMA2	7991	749	83	866
56833	SLAMF8	4273	2	17	8
56834	GPR137	10536	87	16	127
5684	PSMA3	5347	2616	255	3039
56848	SPHK2	13767	308	13	224
5685	PSMA4	15275	2557	261	2667
56850	GRIPAP1	9987	292	160	422
56851	EMC7	2289	629	131	879
56852	RAD18	8897	712	58	774
5686	PSMA5	6664	2310	314	2740
5687	PSMA6	5957	582	60	894
5688	PSMA7	2843	2776	523	2922
56882	CDC42SE1	9594	465	448	537
56884	FSTL5	9532	3	21	4
56886	UGGT1	14464	976	215	1341
56888	KCMF1	8118	680	136	875
56889	TM9SF3	7882	2712	795	3357
5689	PSMB1	2548	2561	431	3506
56890	MDM1	12194	202	58	277
56891	LGALS14	1517	6	13	7
56893	UBQLN4	4246	233	70	281
56894	AGPAT3	16475	524	142	587
56895	AGPAT4	15984	33	26	33
56896	DPYSL5	13226	2	1	4
56897	WRNIP1	7037	660	146	899
56898	BDH2	6404	99	88	109
56899	ANKS1B	24286	8	58	12
5690	PSMB2	7375	2645	297	3301
56902	PNO1	3209	895	61	1162
56904	SH3GLB2	13607	233	93	300
56905	C15orf39	8895	54	9	37
56907	SPIRE1	13493	58	44	90
5691	PSMB3	4000	1810	259	2291
56910	STARD7	7865	4870	542	5424
56911	MAP3K7CL	8245	23	41	25
56912	IFT46	6983	103	20	202
56913	C1GALT1	15138	543	187	769
56915	EXOSC5	2837	318	56	421
56916	SMARCAD1	10897	544	137	678
56919	DHX33	9288	179	7	248
5692	PSMB4	7019	575	59	684
56922	MCCC1	7335	322	104	527
56923	NMUR2	2432	2	4	1
56925	LXN	1665	59	47	90
56926	NCLN	4901	1035	121	1518
56927	GPR108	7646	380	202	631
56928	SPPL2B	12171	89	85	123
56929	FEM1C	5816	236	58	240
5693	PSMB5	3534	1696	39	1946
56931	DUS3L	9047	528	58	786
56934	CA10	9891	9	24	6
56935	SMCO4	2975	43	17	140
56937	PMEPA1	11507	14	5	7
56938	ARNTL2	8886	281	27	410
5694	PSMB6	2582	1351	179	1890
56940	DUSP22	10777	216	144	206
56941	HMCES	6116	788	262	981
56942	CMC2	19366	510	132	753
56943	ENY2	14510	537	150	679
56944	OLFML3	5335	6	18	9
56945	MRPS22	8054	555	83	626
56946	EMSY	18783	294	157	361
56947	MFF	17537	739	227	793
56948	SDR39U1	16212	77	62	101
56949	XAB2	6954	86	32	97
5695	PSMB7	2446	1360	163	1797
56950	SMYD2	9341	402	141	403
56951	C5orf15	3480	570	144	914
56952	PRTFDC1	2636	23	29	12
56953	NT5M	4946	16	0	12
56954	NIT2	10746	619	190	936
56956	LHX9	17821	2	18	6
56957	OTUD7B	12860	123	46	180
5696	PSMB8	24563	2349	521	3327
56964	WDR93	4990	7	29	6
56965	PARP6	13236	210	184	299
56967	C14orf132	9646	10	10	14
56970	ATXN7L3	6866	252	82	248
56971	CEACAM19	9303	3	9	9
56977	STOX2	12664	5	6	2
56978	PRDM8	11833	7	45	15
5698	PSMB9	35568	1010	431	1992
56980	PRDM10	14336	166	74	210
56981	PRDM11	15745	10	6	10
56983	POGLUT1	9633	224	135	402
56984	PSMG2	3876	777	195	967
56985	ADPRM	4178	113	106	131
56986	DTWD1	17886	175	107	246
56987	BBX	18078	353	345	521
5699	PSMB10	3721	536	226	706
56990	CDC42SE2	13350	2143	2673	2805
56992	KIF15	6958	424	26	594
56993	TOMM22	2704	1125	134	1319
56994	CHPT1	9097	281	90	497
56995	TULP4	16116	145	134	211
56996	SLC12A9	14774	67	72	69
56997	COQ8A	11261	286	156	424
56998	CTNNBIP1	4621	20	18	16
56999	ADAMTS9	15945	17	76	16
570	BAAT	7678	6	27	2
5700	PSMC1	8173	897	105	1239
57000	GSN-AS1	4763	3	11	10
57001	SDHAF3	3925	375	46	375
57003	CCDC47	6775	1918	160	2448
57007	ACKR3	2916	15	15	14
5701	PSMC2	5707	1960	286	2468
57010	CABP4	5179	0	12	0
57016	AKR1B10	2419	2	14	7
57017	COQ9	9891	379	66	559
57018	CCNL1	25215	774	721	1273
57019	CIAPIN1	9888	838	92	951
5702	PSMC3	4042	1788	146	2447
57026	PDXP	3581	132	13	127
57035	RSRP1	5668	345	685	921
57037	ANKMY2	5214	139	56	175
57038	RARS2	2816	290	133	388
5704	PSMC4	3789	1607	263	1927
57045	TWSG1	6245	215	42	462
57047	PLSCR2	3352	6	26	9
57048	PLSCR3	9254	8	8	7
5705	PSMC5	10542	1876	386	2380
57050	UTP3	2073	262	38	306
5706	PSMC6	13197	1674	256	2077
57060	PCBP4	10915	23	46	38
57062	DDX24	26334	2013	486	2734
5707	PSMD1	7990	3408	339	4507
5708	PSMD2	11473	5480	551	6751
57082	KNL1	28509	441	26	581
57085	AGTRAP	8365	53	62	92
57088	PLSCR4	8019	1	9	3
57089	ENTPD7	4098	65	25	114
5709	PSMD3	6172	1284	165	1696
57091	CASS4	7166	11	41	15
57092	PCNP	6953	1799	476	2071
57093	TRIM49	2968	1	5	1
57094	CPA6	3335	2	16	4
57095	PITHD1	2372	513	101	609
57096	RPGRIP1	9086	10	16	5
57097	PARP11	8074	92	61	98
57099	AVEN	2079	218	28	196
571	BACH1	9387	156	109	208
5710	PSMD4	5927	1248	265	1844
57101	ANO2	8939	6	20	8
57102	C12orf4	6600	327	65	432
57103	TIGAR	6442	316	35	340
57104	PNPLA2	7985	136	149	158
57105	CYSLTR2	2461	8	16	12
57106	NAT14	3508	39	2	48
57107	PDSS2	4551	192	61	214
57109	REXO4	5559	461	56	556
5711	PSMD5	6323	1152	145	1554
57117	INTS12	6883	258	59	351
57118	CAMK1D	10360	58	82	63
57119	EPPIN	7919	5	39	3
57120	GOPC	9115	401	156	543
57121	LPAR5	4409	56	22	72
57122	NUP107	10343	1628	122	2042
57124	CD248	2558	0	0	1
57125	PLXDC1	13580	9	79	9
57128	LYRM4	13713	277	40	360
57129	MRPL47	2399	675	85	824
5713	PSMD7	4673	1734	248	2340
57130	ATP13A1	14065	955	268	1647
57132	CHMP1B	3054	314	215	373
57134	MAN1C1	14402	40	116	16
57136	APMAP	2503	613	285	877
5714	PSMD8	6313	1407	264	1997
57140	RNPEPL1	14237	310	603	423
57142	RTN4	7218	700	271	803
57143	ADCK1	7585	48	26	78
57144	PAK5	5105	6	19	4
57146	TMEM159	7022	37	44	80
57147	SCYL3	8620	141	88	185
57148	RALGAPB	24196	577	293	961
57149	LYRM1	7183	184	63	320
5715	PSMD9	15060	485	122	580
57150	SMIM8	7850	60	71	104
57153	SLC44A2	12397	645	824	1226
57154	SMURF1	10048	217	35	269
57156	TMEM63C	7673	2	9	4
57157	PHTF2	17112	631	201	1233
5716	PSMD10	4829	516	105	661
57161	PELI2	6381	37	39	70
57162	PELI1	5091	321	132	753
57168	ASPHD2	3357	183	16	193
57169	ZNFX1	14647	1141	582	1688
5717	PSMD11	10858	2431	202	3364
57171	DOLPP1	4695	170	21	238
57175	CORO1B	8216	498	96	644
57176	VARS2	73308	667	91	646
57178	ZMIZ1	18680	139	40	167
57179	KIAA1191	9623	475	237	671
5718	PSMD12	8534	2259	144	2848
57180	ACTR3B	8362	143	41	126
57181	SLC39A10	9307	1367	105	1239
57182	ANKRD50	8950	20	41	14
57184	FAM219B	4672	71	48	128
57185	NIPAL3	2109	361	221	529
57186	RALGAPA2	13128	464	252	565
57187	THOC2	20321	1134	322	1529
57188	ADAMTSL3	12830	20	42	12
57189	KIAA1147	16756	341	311	472
5719	PSMD13	8666	1884	281	3028
57190	SELENON	11090	52	48	56
57191	VN1R1	2353	4	27	4
57192	MCOLN1	6422	84	23	155
57194	ATP10A	10047	381	109	534
57198	ATP8B2	8803	410	450	598
572	BAD	3515	88	52	157
5720	PSME1	4300	2295	1025	3033
57205	ATP10D	11853	141	51	111
57209	ZNF248	13586	82	93	128
5721	PSME2	10417	2592	350	3250
57210	SLC45A4	11918	33	19	42
57211	ADGRG6	18848	22	72	16
57212	TP73-AS1	13385	176	101	259
57213	SPRYD7	5566	141	13	220
57214	CEMIP	9491	15	20	23
57215	THAP11	2114	560	256	664
57217	TTC7A	15383	646	154	964
57221	ARFGEF3	14877	26	25	40
57222	ERGIC1	19383	101	42	114
57223	PPP4R3B	13523	1563	701	2152
57224	NHSL1	11508	16	24	9
57226	LYRM2	13885	308	75	404
57228	SMAGP	6877	13	17	19
5723	PSPH	7232	300	5	362
57231	SNX14	12233	550	233	748
57232	ZNF630	8809	24	12	18
57234	LINC00869	11784	60	121	71
5724	PTAFR	6327	6	1	4
5725	PTBP1	17052	4157	588	5075
5727	PTCH1	33026	28	50	12
5728	PTEN	12066	321	421	458
57282	SLC4A10	12598	26	70	44
5729	PTGDR	4158	4	27	5
57291	DANCR	1992	385	71	388
573	BAG1	14414	714	164	814
5730	PTGDS	4605	0	3	0
5732	PTGER2	3026	323	546	495
57325	KAT14	4756	121	51	225
57326	PBXIP1	6201	106	2124	395
5733	PTGER3	13420	9	47	9
57332	CBX8	5327	11	4	16
57333	RCN3	3209	15	5	19
57335	ZNF286A	26304	150	90	188
57336	ZNF287	5903	56	55	78
57337	SENP7	9676	78	173	134
5734	PTGER4	6458	1245	268	1554
57343	ZNF304	7658	49	20	56
5737	PTGFR	5319	4	55	7
5738	PTGFRN	6731	270	31	264
57380	MRS2	8039	512	93	655
57381	RHOJ	5984	8	13	1
5739	PTGIR	3177	71	7	42
57396	CLK4	18797	165	181	230
5740	PTGIS	5817	13	7	20
574028	CLLU1	10346	5	16	8
57403	RAB22A	9540	567	251	694
57404	CYP20A1	16377	279	202	393
57405	SPC25	4218	323	4	384
57406	ABHD6	5413	84	33	115
57407	NMRAL1	17294	227	76	322
57409	MIF4GD	8832	216	101	342
57410	SCYL1	7905	594	142	688
57413	TMIGD3	3559	3	5	1
57414	RHBDD2	6839	309	188	543
57415	C3orf14	5402	254	35	201
57418	WDR18	5882	768	73	1270
57419	SLC24A3	6109	3	6	2
5742	PTGS1	10819	3	11	1
574406	ADAMTSL4-AS1	1036	3	7	6
57446	NDRG3	4712	317	220	422
57447	NDRG2	26728	21	88	40
57448	BIRC6	21464	1100	535	1335
57449	PLEKHG5	9266	8	19	21
57451	TENM2	15653	11	36	9
57452	GALNT16	12947	4	3	2
57455	REXO1	7774	62	21	48
57456	KIAA1143	5484	207	104	289
57458	TMCC3	10235	11	21	12
57459	GATAD2B	17441	140	123	177
57460	PPM1H	7746	14	46	11
57461	ISY1	6473	306	77	346
57462	MYORG	6398	26	1	46
57463	AMIGO1	7317	43	101	47
57464	STRIP2	6518	623	45	1076
57465	TBC1D24	23036	130	9	118
57466	SCAF4	8722	1167	211	1456
5747	PTK2	31127	305	95	248
57470	LRRC47	4933	409	128	560
57471	ERMN	12038	16	37	10
57472	CNOT6	16934	548	125	698
57473	ZNF512B	10202	78	19	54
57474	ZNF490	5613	32	10	46
57475	PLEKHH1	23372	2	8	7
57476	GRAMD1B	16652	517	19	766
57477	SHROOM4	17723	2	11	6
57478	USP31	14073	140	50	138
57480	PLEKHG1	12120	41	12	58
57481	KIAA1210	7824	5	11	2
57482	KIAA1211	7283	5	14	6
57484	RNF150	15643	16	33	5
57486	NLN	13867	731	75	761
57488	ESYT2	9597	894	951	1340
57489	ODF2L	19978	112	213	262
57491	AHRR	13517	71	3	50
57492	ARID1B	26311	316	294	380
57493	HEG1	15201	206	95	210
57494	RIMKLB	17046	33	60	46
57495	NWD2	8325	7	9	2
57498	KIDINS220	17438	720	353	980
57501	KIAA1257	9108	7	20	12
57502	NLGN4X	19451	3	17	9
57504	MTA3	15176	154	78	173
57505	AARS2	4589	271	61	446
57506	MAVS	22260	560	191	843
57507	ZNF608	14850	2	7	5
57508	INTS2	10942	547	82	729
57509	MTUS1	25680	21	61	24
57510	XPO5	12431	1755	101	2059
57511	COG6	11808	320	125	493
57512	GPR158	7832	5	30	1
57514	ARHGAP31	9429	359	82	422
57515	SERINC1	3137	943	737	1307
57519	STARD9	29825	45	69	58
57520	HECW2	15481	36	37	31
57521	RPTOR	15150	302	69	219
57522	SRGAP1	35415	49	125	25
57528	KCTD16	15105	16	95	12
57529	RTL9	11067	3	9	3
57530	CGN	8064	37	5	50
57531	HACE1	7597	187	55	275
57532	NUFIP2	11376	778	116	739
57533	TBC1D14	15599	234	162	380
57534	MIB1	10838	283	237	380
57535	KIAA1324	13076	64	89	135
57536	KIAA1328	9305	35	19	42
57538	ALPK3	11131	4	20	9
57539	WDR35	9238	290	92	440
5754	PTK7	18056	14	3	21
57541	ZNF398	10837	272	122	303
57542	KLHL42	9968	171	64	191
57544	TXNDC16	5441	105	50	103
57545	CC2D2A	12940	20	52	23
57546	PDP2	11465	313	35	440
57547	ZNF624	5124	35	35	46
57551	TAOK1	19971	104	158	151
57552	NCEH1	9761	157	27	293
57553	MICAL3	32622	95	39	148
57554	LRRC7	10258	19	42	16
57556	SEMA6A	19261	9	37	24
57558	USP35	9463	24	9	31
57559	STAMBPL1	6890	229	74	385
5756	TWF1	7880	470	74	653
57560	IFT80	16862	125	189	234
57561	ARRDC3	6794	56	585	130
57562	CEP126	9147	35	47	39
57563	KLHL8	15208	502	67	464
57565	KLHL14	5849	3	10	3
57567	ZNF319	4738	39	51	61
57568	SIPA1L2	11795	108	26	150
57569	ARHGAP20	13241	18	18	9
5757	PTMA	9480	6355	1701	8412
57570	TRMT5	6705	264	27	369
57571	CARNS1	11704	8	15	6
57572	DOCK6	13254	10	12	6
57573	ZNF471	12184	15	55	12
57575	PCDH10	13725	9	22	6
57577	CCDC191	7164	17	54	19
57578	UNC79	29480	26	83	29
